Points_m_XYZ:0,Points_m_XYZ:1,Points_m_XYZ:2,intensity,azimuth,distance_m
-3.0742763071,0.7346643631,0.6144049651,92,79,3.22
-3.0617643256,0.7316743564,-0.2754121471,93,95,3.16
-3.0836523461,0.736904969,0.5021546328,98,81,3.21
-3.0698579476,0.7336085012,-0.387544512,76,97,3.18
-2.7512877832,0.6574793171,0.3473276287,81,83,2.85
-3.0644395589,0.7323136608,-0.4990259435,79,99,3.19
-3.0714534532,0.7339897816,0.2762837045,100,85,3.17
-3.0551814232,0.7301012304,-0.6105887852,77,101,3.2
-3.0789605073,0.7357837534,0.1659049813,95,87,3.17
-1.1751304176,0.2808226566,-0.2789393074,50,103,1.24
-3.0729916651,0.7343573703,0.0551496043,98,89,3.16
-3.0438919929,0.7274033785,-0.8385737061,67,105,3.24
-1.2128238282,0.2858055264,0.3338765682,69,75,1.29
-3.0655516385,0.7224063209,-0.0549750803,99,91,3.15
-3.1012438639,0.7308172995,0.7355899477,80,77,3.27
-3.0715367891,0.7238167393,-0.1653816217,93,93,3.16
-3.0765691485,0.7250026297,0.6144049651,92,79,3.22
-3.0640478354,0.7220519452,-0.2754121471,93,95,3.16
-3.0859521803,0.7272137689,0.5021546328,98,81,3.21
-3.0818083349,0.7262372595,-0.3887632055,77,97,3.19
-2.7533397349,0.6488326613,0.3473276287,78,83,2.85
-3.0571115057,0.7204173786,-0.4974615988,77,99,3.18
-3.0737441893,0.7243369197,0.2762837045,100,85,3.17
-3.0574600234,0.7204995078,-0.6105887852,80,101,3.2
-3.0715367891,0.7238167393,0.1653816217,95,87,3.16
-1.1665229213,0.2748945805,-0.2766897968,50,103,1.23
-3.0655516385,0.7224063209,0.0549750803,97,89,3.15
-3.0461621732,0.717837136,-0.8385737061,66,105,3.24
-1.2043070772,0.2798079244,0.3312883777,68,75,1.28
-3.0678060132,0.7127720573,-0.0549750803,98,91,3.15
-3.1035244864,0.7210708641,0.7355899477,83,77,3.27
-3.0640683642,0.7119036543,-0.1648582622,92,93,3.15
-3.0692700366,0.7131122075,0.6124968752,91,79,3.21
-3.0663011043,0.7124224077,-0.2754121471,95,95,3.16
-3.0786009295,0.7152801411,0.5005902881,98,81,3.2
-3.074406719,0.714305661,-0.387544512,76,97,3.18
-2.7553645123,0.6401796018,0.3473276287,79,83,2.85
-3.0497390458,0.7085743898,-0.4958972542,77,99,3.17
-3.0663011043,0.7124224077,0.2754121471,100,85,3.16
-3.0597084477,0.7108906741,-0.6105887852,78,101,3.2
-3.0737955653,0.7141636659,0.1653816217,94,87,3.16
-1.1768716707,0.2734335999,-0.2789393074,51,103,1.24
-3.07754508,0.7150348257,0.0551496043,99,89,3.16
-3.0484022892,0.7082638086,-0.8385737061,67,105,3.24
-1.2145956454,0.2781795381,0.3338765682,69,75,1.29
-3.07003011,0.7031307589,-0.0549750803,99,91,3.15
-3.1057744783,0.7113173121,0.7355899477,81,77,3.27
-3.0565554981,0.7000446608,-0.1643349026,93,93,3.14
-3.0810637156,0.7056577919,0.6144049651,92,79,3.22
-3.06852411,0.7027858389,-0.2754121471,95,95,3.16
-3.090460455,0.7078099326,0.5021546328,98,81,3.21
-3.0669606464,0.7024277579,-0.3863258186,76,97,3.17
-2.7476871407,0.6293043635,0.3461089353,79,83,2.84
-3.061577647,0.7011948865,-0.4974615988,77,99,3.18
-3.06852411,0.7027858389,0.2754121471,100,85,3.16
-3.052358153,0.6990833404,-0.6086806953,79,101,3.19
-3.0760240044,0.704503544,0.1653816217,94,87,3.16
-1.1777248786,0.2697350052,-0.2789393074,51,103,1.24
-3.07003011,0.7031307589,0.0549750803,98,89,3.15
-3.0411968485,0.6965270605,-0.8359855157,66,105,3.23
-1.215463577,0.2743624068,0.3338765682,67,75,1.29
-3.0624708151,0.6912809891,-0.0548005562,99,91,3.14
-3.1079938175,0.7015567397,0.7355899477,80,77,3.27
-3.0587396661,0.6904387697,-0.1643349026,92,93,3.14
-3.0832653969,0.6959748784,0.6144049651,92,79,3.22
-3.0707168307,0.6931423338,-0.2754121471,94,95,3.16
-3.0830343687,0.6959227292,0.5005902881,98,81,3.2
-3.0691522499,0.6927891664,-0.3863258186,76,97,3.17
-2.7399687278,0.6184837037,0.3448902418,80,83,2.83
-3.0733998863,0.6937479707,-0.4990259435,79,99,3.19
-3.0707168307,0.6931423338,0.2754121471,101,85,3.16
-3.0641146801,0.6916520531,-0.6105887852,78,101,3.2
-3.0684808752,0.6926376193,0.1648582622,94,87,3.15
-1.1595573264,0.2617428815,-0.2744402863,50,103,1.22
-3.0722239068,0.6934825209,0.0549750803,98,89,3.15
-3.024525645,0.6827157566,-0.8308091348,66,105,3.21
-1.206890679,0.2684453385,0.3312883777,68,75,1.28
-3.0646274221,0.6816565578,-0.0548005562,99,91,3.14
-3.1101824821,0.6917892431,0.7355899477,82,77,3.27
-3.0706417146,0.6829943001,-0.1648582622,94,93,3.15
-3.0758545461,0.6841537758,0.6124968752,91,79,3.21
-3.0534306418,0.6791660891,-0.2736690322,95,95,3.14
-3.0852054566,0.6862336728,0.5005902881,98,81,3.2
-3.071313562,0.6831437373,-0.3863258186,83,97,3.17
-2.7515869136,0.6120278277,0.3461089353,82,83,2.84
-3.0562816555,0.6798002321,-0.4958972542,78,99,3.17
-3.0728792446,0.6834919877,0.2754121471,99,85,3.16
-3.0566903434,0.6798911354,-0.6086806953,81,101,3.19
-3.0706417146,0.6829943001,0.1648582622,94,87,3.15
-1.1698851538,0.2602143025,-0.2766897968,52,103,1.23
-3.0646274221,0.6816565578,0.0548005562,97,89,3.14
-3.0360843643,0.6753078048,-0.8333973252,67,105,3.22
-1.2171634433,0.2667200585,0.3338765682,69,75,1.29
-3.0667537825,0.6720253988,-0.0548005562,99,91,3.14
-3.1028225897,0.6799292464,0.7333404372,82,77,3.26
-3.0532625829,0.6690690386,-0.163811543,91,93,3.13
-3.0779886964,0.6744873335,0.6124968752,92,79,3.21
-3.0652802819,0.6717025069,-0.2745405897,93,95,3.15
-3.0776981384,0.6744236628,0.4990259435,98,81,3.19
-3.0637491528,0.6713669868,-0.3851071252,83,97,3.16
-2.7438006653,0.6012558774,0.3448902418,82,83,2.83
-3.0584022253,0.6701953012,-0.4958972542,78,99,3.17
-3.0652802819,0.6717025069,0.2745405897,101,85,3.15
-3.0588111967,0.6702849202,-0.6086806953,73,101,3.19
-3.0727722479,0.6733442401,0.1648582622,95,87,3.15
-1.1706968667,0.2565377218,-0.2766897968,50,103,1.23
-3.0667537825,0.6720253988,0.0548005562,98,89,3.14
-3.0476262959,0.667833945,-0.8359855157,66,105,3.23
-1.2179953612,0.2628949169,0.3338765682,70,75,1.29
-3.0688498753,0.6623876072,-0.0548005562,99,91,3.14
-3.1049433351,0.6701781025,0.7333404372,83,77,3.26
-3.0651109544,0.6615805899,-0.1643349026,92,93,3.14
-3.0704971644,0.6627431619,0.6105887852,90,79,3.2
-3.057637668,0.6599675386,-0.2736690322,96,95,3.14
-3.0894562623,0.6668353371,0.5005902881,98,81,3.2
-3.0658431919,0.6617386377,-0.3851071252,84,97,3.16
-2.7553780586,0.5947271301,0.3461089353,79,83,2.84
-3.0701471607,0.6626676162,-0.4974615988,80,99,3.18
-3.0673753676,0.662069346,0.2745405897,100,85,3.15
-3.0609018608,0.6606720895,-0.6086806953,79,101,3.19
-3.0846339541,0.665794479,0.1653816217,94,87,3.16
-1.1714970252,0.2528586092,-0.2766897968,52,103,1.23
-3.0688498753,0.6623876072,0.0548005562,97,89,3.14
-3.0402674907,0.6562183196,-0.8333973252,67,105,3.22
-1.218815258,0.2590671806,0.3338765682,69,75,1.29
-3.0709156797,0.6527432781,-0.0548005562,99,91,3.14
-3.0975026586,0.6583945149,0.7310909266,80,77,3.25
-3.0574061712,0.6498717434,-0.163811543,92,93,3.13
-3.0821658405,0.6551345736,0.6124968752,91,79,3.21
-3.0596959249,0.6503584456,-0.2736690322,94,95,3.14
-3.0818748882,0.6550727297,0.4990259435,99,81,3.19
-3.0581984061,0.6500401381,-0.3838884317,78,97,3.15
-2.7475242823,0.5840043145,0.3448902418,80,83,2.83
-3.0722138384,0.6530192102,-0.4974615988,78,99,3.18
-3.0694401795,0.6524296508,0.2745405897,101,85,3.15
-3.0533605523,0.6490118205,-0.6067726053,78,101,3.18
-3.0769423128,0.6540242785,0.1648582622,95,87,3.15
-1.1722856215,0.249177001,-0.2766897968,51,103,1.23
-3.0709156797,0.6527432781,0.0548005562,98,89,3.14
-3.0328658746,0.6446555423,-0.8308091348,66,105,3.21
-1.20071424,0.2512797263,0.3287001873,67,75,1.27
-3.0631647068,0.6410444413,-0.0546260321,98,91,3.13
-3.099555777,0.6486601902,0.7310909266,81,77,3.25
-3.0594327124,0.6402634274,-0.163811543,92,93,3.13
-3.0746006661,0.6434377041,0.6105887852,91,79,3.2
-3.0519732706,0.6387023512,-0.2727974748,93,95,3.13
-3.0839176481,0.6453875175,0.4990259435,99,81,3.19
-3.0699404739,0.6424624414,-0.3851071252,76,97,3.16
-2.7590604259,0.5774029537,0.3461089353,82,83,2.84
-3.0645827412,0.6413412008,-0.4958972542,79,99,3.17
-3.0714746972,0.6427835163,0.2745405897,100,85,3.15
-3.0457762849,0.6374054757,-0.6048645153,80,101,3.17
-3.0789818032,0.6443545675,0.1648582622,95,87,3.15
-1.1539884585,0.2415011785,-0.2721907758,51,103,1.21
-3.0631647068,0.6410444413,0.0546260321,97,89,3.13
-3.0348761498,0.6351243476,-0.8308091348,67,105,3.21
-1.2014977319,0.2475063375,0.3287001873,69,75,1.27
-3.0749563425,0.6334353881,-0.0548005562,99,91,3.14
-3.0920349862,0.6369535575,0.7288414161,83,77,3.24
-3.0614290583,0.6306487923,-0.163811543,92,93,3.13
-3.0766069095,0.6337754019,0.6105887852,93,79,3.2
-3.053964749,0.6291111583,-0.2727974748,94,95,3.13
-3.0762562092,0.6337031583,0.4974615988,98,81,3.18
-3.0525009949,0.6288096276,-0.3826697383,83,97,3.14
-2.7511394317,0.5667296962,0.3448902418,84,83,2.83
-3.0569086859,0.6297176039,-0.4943329095,79,99,3.16
-3.0637218249,0.6311210981,0.2736690322,101,85,3.14
-3.0477637197,0.6278337575,-0.6048645153,79,101,3.17
-3.0712099818,0.6326636447,0.1643349026,93,87,3.14
-1.1833714145,0.2437723492,-0.2789393074,52,103,1.24
-3.0749563425,0.6334353881,0.0548005562,97,89,3.14
-3.0463170841,0.6275357532,-0.8333973252,69,105,3.22
-1.2212027414,0.2475687815,0.3338765682,69,75,1.29
-3.0769311609,0.6237720179,-0.0548005562,99,91,3.14
-3.0940207729,0.6272365159,0.7288414161,80,77,3.24
-3.0633951891,0.621027933,-0.163811543,92,93,3.13
-3.0785827879,0.6241068446,0.6105887852,93,79,3.2
-3.0656894282,0.6214930335,-0.2736690322,93,95,3.14
-3.0782318624,0.6240357031,0.4974615988,98,81,3.18
-3.0641889759,0.6211888537,-0.3838884317,82,97,3.15
-2.7529062863,0.5580839543,0.3448902418,82,83,2.83
-3.0588719136,0.6201109503,-0.4943329095,78,99,3.16
-3.0754527703,0.6234723106,0.2745405897,100,85,3.15
-3.0593416455,0.6202061768,-0.6067726053,80,101,3.18
-3.0731823942,0.6230120478,0.1643349026,94,87,3.14
-1.1554830664,0.2342457359,-0.2721907758,54,103,1.21
-3.0573328732,0.6197989477,0.0544515081,97,89,3.12
-3.0388068217,0.616043247,-0.8308091348,68,105,3.21
-1.2030291333,0.2399522687,0.3287001873,66,75,1.27
-3.0690702749,0.6121467509,-0.0546260321,99,91,3.13
-3.1055315045,0.6194191889,0.7310909266,84,77,3.25
-3.0555376954,0.6094475867,-0.1632881835,93,93,3.12
-3.0709016311,0.6125120272,0.6086806953,92,79,3.19
-3.0578572624,0.60991024,-0.2727974748,95,95,3.13
-3.0801771347,0.6143620889,0.4974615988,98,81,3.18
-3.0563916425,0.6096179122,-0.3826697383,86,97,3.14
-2.7546459708,0.5494327043,0.3448902418,84,83,2.83
-3.0608049515,0.6104981764,-0.4943329095,78,99,3.16
-3.0676267744,0.611858835,0.2736690322,100,85,3.14
-3.0612749802,0.6105919268,-0.6067726053,78,101,3.18
-3.0751244755,0.613354302,0.1643349026,95,87,3.14
-1.1753242309,0.2344263392,-0.2766897968,53,103,1.23
-3.0592649385,0.6101910104,0.0544515081,97,89,3.12
-3.0501998499,0.6083829174,-0.8333973252,65,105,3.22
-1.2132555869,0.2380312827,0.3312883777,66,75,1.28
-3.0709782422,0.6025019773,-0.0546260321,99,91,3.13
-3.0979007169,0.6077839568,0.7288414161,82,77,3.24
-3.0672367282,0.6017679214,-0.163811543,92,93,3.13
-3.0824433725,0.6047513464,0.6105887852,92,79,3.2
-3.0597582588,0.6003007041,-0.2727974748,94,95,3.13
-3.0917841202,0.6065839283,0.4990259435,99,81,3.19
-3.0582917279,0.6000129821,-0.3826697383,76,97,3.14
-2.7466186855,0.5388651623,0.3436715484,78,83,2.82
-3.0627077805,0.6008793772,-0.4943329095,78,99,3.16
-3.0597582588,0.6003007041,0.2727974748,100,85,3.13
-3.0535454658,0.5990818025,-0.6048645153,77,101,3.17
-3.0770362066,0.6036905026,0.1643349026,95,87,3.14
-1.1760549018,0.2307327984,-0.2766897968,54,103,1.23
-3.0611668101,0.6005770508,0.0544515081,98,89,3.12
-3.0331389674,0.5950782067,-0.8282209443,67,105,3.2
-1.1950286866,0.2305588945,0.3261119968,68,75,1.26
-3.0728559002,0.5928512572,-0.0546260321,99,91,3.13
-3.0997948359,0.5980486314,0.7288414161,84,77,3.24
-3.0593066287,0.5902371735,-0.1632881835,93,93,3.12
-3.0746895154,0.5932050197,0.6086806953,93,79,3.19
-3.0616290567,0.5906852434,-0.2727974748,96,95,3.13
-3.0839764601,0.5949967656,0.4974615988,99,81,3.18
-3.0601616291,0.5904021302,-0.3826697383,75,97,3.14
-2.7482980236,0.5302337602,0.3436715484,76,83,2.82
-3.0645803818,0.5912546475,-0.4943329095,77,99,3.16
-3.0714106192,0.5925724167,0.2736690322,101,85,3.14
-3.0554124651,0.589485866,-0.6048645153,78,101,3.17
-3.0789175686,0.5940207451,0.1643349026,94,87,3.14
-1.1672066975,0.2251911513,-0.2744402863,54,103,1.22
-3.0630384692,0.5909571638,0.0544515081,98,89,3.12
-3.0444778443,0.5873762312,-0.8308091348,67,105,3.21
-1.2147272231,0.2304035246,0.3312883777,68,75,1.28
-3.0648798974,0.5813314442,-0.0544515081,99,91,3.12
-3.1016583611,0.5883074035,0.7288414161,82,77,3.24
-3.0513344485,0.5787622096,-0.1627648239,92,93,3.11
-3.0765379479,0.5835426862,0.6086806953,93,79,3.19
-3.0536821946,0.5792075186,-0.2719259174,94,95,3.12
-3.0858304757,0.5853052475,0.4974615988,99,81,3.18
-3.0620013277,0.5807854512,-0.3826697383,85,97,3.14
-2.749950237,0.5215971249,0.3436715484,81,83,2.82
-3.0664227369,0.5816240824,-0.4943329095,77,99,3.16
-3.0634696376,0.581063953,0.2727974748,102,85,3.13
-3.0572493087,0.5798841114,-0.6048645153,80,101,3.17
-3.0807685429,0.5843451248,0.1643349026,95,87,3.14
-1.1679083952,0.2215231581,-0.2744402863,56,103,1.22
-3.0648798974,0.5813314442,0.0544515081,97,89,3.12
-3.0368180578,0.5760088116,-0.8282209443,65,105,3.2
-1.2154450615,0.2265862158,0.3312883777,66,75,1.28
-3.0666910764,0.5716999871,-0.0544515081,99,91,3.12
-3.0939125975,0.5767746891,0.7265919055,82,77,3.23
-3.0629547857,0.5710034587,-0.1632881835,91,93,3.12
-3.0783560162,0.5738745935,0.6086806953,94,79,3.19
-3.0652799832,0.5714369277,-0.2727974748,95,95,3.13
-3.0876540354,0.5756079528,0.4974615988,99,81,3.18
-3.0735681649,0.5729820306,-0.3838884317,83,97,3.15
-2.7418179503,0.5111363511,0.342452855,80,83,2.81
-3.0585252238,0.5701776891,-0.4927685649,78,99,3.15
-3.0554867564,0.5696112506,0.2719259174,100,85,3.12
-3.0494059596,0.5684776537,-0.6029564254,78,101,3.16
-3.0727719485,0.572833598,0.163811543,96,87,3.13
-1.1590198895,0.2160672984,-0.2721907758,55,103,1.21
-3.0568619383,0.5698676153,0.054276984,99,89,3.11
-3.0386126538,0.5664655395,-0.8282209443,68,105,3.2
-1.206649725,0.221026306,0.3287001873,67,75,1.27
-3.0783068345,0.5638643712,-0.0546260321,99,91,3.13
-3.1052935572,0.5688076248,0.7288414161,83,77,3.24
-3.0549106641,0.5595788117,-0.1627648239,91,93,3.11
-3.0704880794,0.5624321821,0.6067726053,93,79,3.18
-3.0572611618,0.5600093607,-0.2719259174,95,95,3.12
-3.0700166362,0.5623458262,0.4943329095,98,81,3.16
-3.0558270194,0.5597466638,-0.3814510449,84,97,3.13
-2.7434101996,0.5025201678,0.342452855,77,83,2.81
-3.0603013936,0.5605662508,-0.4927685649,77,99,3.15
-3.0670600758,0.5618042625,0.2727974748,100,85,3.13
-3.0511768337,0.5588948728,-0.6029564254,80,101,3.16
-3.0745563918,0.5631773893,0.163811543,94,87,3.13
-1.1596929643,0.2124250698,-0.2721907758,53,103,1.21
-3.0586371423,0.560261404,0.054276984,98,89,3.11
-3.030876081,0.555176312,-0.8256327539,68,105,3.19
-1.2073381439,0.2172344196,0.3287001873,65,75,1.27
-3.0702226159,0.5524202407,-0.0544515081,98,91,3.12
-3.0974754847,0.5573238058,0.7265919055,81,77,3.23
-3.0566535545,0.5499787812,-0.1627648239,94,93,3.11
-3.0722398571,0.5527831997,0.6067726053,93,79,3.18
-3.0590053932,0.5504019438,-0.2719259174,94,95,3.12
-3.0717681449,0.5526983253,0.4943329095,98,81,3.16
-3.0673390283,0.5519014014,-0.3826697383,84,97,3.14
-2.7449753725,0.4938990248,0.342452855,81,83,2.81
-3.0523265743,0.5492002346,-0.4912042202,79,99,3.14
-3.0590053932,0.5504019438,0.2719259174,100,85,3.12
-3.0529175939,0.5493065758,-0.6029564254,79,101,3.16
-3.0763104906,0.5535156223,0.163811543,94,87,3.13
-1.1699443007,0.2105062053,-0.2744402863,54,103,1.22
-3.0603821588,0.550649663,0.054276984,99,89,3.11
-3.0326052592,0.5456518099,-0.8256327539,66,105,3.19
-1.1985027205,0.2117597562,0.3261119968,65,75,1.26
-3.0719429414,0.5427721417,-0.0544515081,99,91,3.12
-3.0992110808,0.5475900653,0.7265919055,81,77,3.23
-3.058366277,0.5403733226,-0.1627648239,90,93,3.11
-3.073961313,0.5431287615,0.6067726053,92,79,3.18
-3.0607194335,0.5407890946,-0.2719259174,94,95,3.12
-3.0734893365,0.5430453694,0.4943329095,99,81,3.16
-3.0690577381,0.542262364,-0.3826697383,76,97,3.14
-2.7367393843,0.4835460571,0.3412341615,83,83,2.8
-3.0540368723,0.5396083734,-0.4912042202,78,99,3.14
-3.0607194335,0.5407890946,0.2719259174,99,85,3.12
-3.044961678,0.5380049053,-0.6010483354,78,101,3.15
-3.0780342273,0.5438483922,0.163811543,95,87,3.13
-1.1705998509,0.2068296841,-0.2744402863,54,103,1.22
-3.0719429414,0.5427721417,0.0544515081,99,89,3.12
-3.0343045068,0.5361219225,-0.8256327539,66,105,3.19
-1.2086792273,0.2096442522,0.3287001873,65,75,1.27
-3.0736329482,0.5331186857,-0.0544515081,98,91,3.12
-3.1009160889,0.5378509203,0.7265919055,82,77,3.23
-3.0600488146,0.5307625308,-0.1627648239,91,93,3.11
-3.0659805672,0.5317913876,0.6048645153,94,79,3.17
-3.0525878706,0.5294684372,-0.2710543599,94,95,3.11
-3.0751801939,0.533387054,0.4943329095,98,81,3.16
-3.0707461576,0.5326179746,-0.3826697383,76,97,3.14
-2.7480244277,0.4766422002,0.342452855,82,83,2.81
-3.0557170282,0.5300111866,-0.4912042202,78,99,3.14
-3.0624032657,0.531170908,0.2719259174,102,85,3.12
-3.0563087042,0.5301138122,-0.6029564254,78,101,3.16
-3.0797275852,0.5341757946,0.163811543,95,87,3.13
-1.1712438478,0.2031511216,-0.2744402863,52,103,1.22
-3.0539301729,0.5297012582,0.05410246,98,89,3.1
-3.035973807,0.5265867438,-0.8256327539,67,105,3.19
-1.1998095802,0.2042252111,0.3261119968,66,75,1.26
-3.0752926194,0.5234599681,-0.0544515081,99,91,3.12
-3.0929849489,0.5264714624,0.724342395,81,77,3.22
-3.0617011508,0.5211465005,-0.1627648239,94,93,3.11
-3.0773131918,0.5238038992,0.6067726053,93,79,3.18
-3.0640568733,0.5215474791,-0.2719259174,94,95,3.12
-3.0768407006,0.5237234742,0.4943329095,98,81,3.16
-3.0528348161,0.5196373201,-0.3802323514,82,97,3.12
-2.7495082799,0.468006689,0.342452855,82,83,2.81
-3.0573670253,0.5204087687,-0.4912042202,78,99,3.14
-3.0640568733,0.5215474791,0.2719259174,100,85,3.12
-3.0579590208,0.520509535,-0.6029564254,78,101,3.16
-3.0617011508,0.5211465005,0.1627648239,92,87,3.11
-1.1622707417,0.1978355495,-0.2721907758,51,103,1.21
-3.0555792052,0.5201044554,0.05410246,98,89,3.1
-3.0280908452,0.5154255329,-0.8230445634,66,105,3.18
-1.2004452507,0.2004548966,0.3261119968,64,75,1.26
-3.0670600095,0.5121493018,-0.054276984,99,91,3.11
-3.0850130094,0.5151471617,0.7220928844,84,77,3.21
-3.0633232693,0.5115253267,-0.1627648239,92,93,3.11
-3.0692613692,0.5125168931,0.6048645153,92,79,3.17
-3.0558543416,0.5102781369,-0.2710543599,94,95,3.11
-3.0784708402,0.5140547255,0.4943329095,98,81,3.16
-3.0740320591,0.513313521,-0.3826697383,76,97,3.14
-2.7411750846,0.4577318022,0.3412341615,81,83,2.8
-3.0589868475,0.5108012146,-0.4912042202,76,99,3.14
-3.0558543416,0.5102781369,0.2710543599,100,85,3.11
-3.0595791567,0.5109001206,-0.6029564254,77,101,3.16
-3.0830230974,0.5148148787,0.163811543,96,87,3.13
-1.1724971562,0.1957880178,-0.2744402863,48,103,1.22
-3.0670600095,0.5121493018,0.054276984,97,89,3.11
-3.0392224998,0.5075008889,-0.8256327539,69,105,3.19
-1.2010690734,0.1966826036,0.3261119968,63,75,1.26
-3.0785208901,0.5041271291,-0.0544515081,99,91,3.12
-3.096231792,0.5070274006,0.724342395,83,77,3.22
-3.064915154,0.5018991044,-0.1627648239,91,93,3.11
-3.0708563396,0.5028720109,0.6048645153,92,79,3.17
-3.057442345,0.500675385,-0.2710543599,92,95,3.11
-3.0703235376,0.5027847612,0.4927685649,99,81,3.15
-3.0658345103,0.5020496548,-0.3814510449,75,97,3.13
-2.7425995619,0.449117902,0.3412341615,81,83,2.8
-3.0605764787,0.5011886191,-0.4912042202,79,99,3.14
-3.057442345,0.500675385,0.2710543599,100,85,3.11
-3.0611690957,0.5012856638,-0.6029564254,78,101,3.16
-3.0747701866,0.5035129279,0.1632881835,94,87,3.12
-1.1634908287,0.19052893,-0.2721907758,45,103,1.21
-3.0587867819,0.500895545,0.05410246,97,89,3.1
-3.0408018603,0.4979504011,-0.8256327539,67,105,3.19
-1.1826067397,0.1898463318,0.3209356159,65,75,1.24
-3.0702173761,0.4928684128,-0.054276984,99,91,3.11
-3.0881888576,0.4957534123,0.7220928844,80,77,3.21
-3.0566167352,0.4906850735,-0.1622414644,91,93,3.1
-3.0627288222,0.4916662596,0.6029564254,92,79,3.16
-3.0590001726,0.4910676917,-0.2710543599,93,95,3.11
-3.0718879285,0.49313659,0.4927685649,98,81,3.15
-3.0771966031,0.4939888027,-0.3826697383,75,97,3.14
-2.7537969601,0.442072782,0.342452855,81,83,2.81
-3.0621359033,0.4915710771,-0.4912042202,78,99,3.14
-3.0590001726,0.4910676917,0.2710543599,101,85,3.11
-3.0530366424,0.4901103537,-0.6010483354,79,101,3.15
-3.0566167352,0.4906850735,0.1622414644,95,87,3.1
-1.1737041764,0.1884171847,-0.2744402863,43,103,1.22
-3.0603452945,0.4912836269,0.05410246,98,89,3.1
-3.0423512093,0.4883949988,-0.8256327539,68,105,3.19
-1.1927392365,0.1876311819,0.3235238064,64,75,1.25
-3.0717506145,0.4832206241,-0.054276984,99,91,3.11
-3.0897310708,0.4860491504,0.7220928844,79,77,3.21
-3.0581431815,0.4810800231,-0.1622414644,92,93,3.1
-3.0642583208,0.4820420028,0.6029564254,93,79,3.16
-3.0506868838,0.4799070644,-0.2701828025,94,95,3.1
-3.0636651058,0.4819486834,0.4912042202,97,81,3.14
-3.0591235604,0.4812342477,-0.3802323514,81,97,3.12
-2.7453672978,0.4318768889,0.3412341615,77,83,2.8
-3.0539082106,0.480413815,-0.4896398756,77,99,3.13
-3.0605278092,0.4814551517,0.2710543599,101,85,3.11
-3.0448642808,0.478991104,-0.5991402455,78,101,3.14
-3.0680081595,0.4826318942,0.1627648239,94,87,3.11
-1.1839156439,0.1862431324,-0.2766897968,42,103,1.23
-3.0618736028,0.48166686,0.05410246,97,89,3.1
-3.0343286177,0.4773337267,-0.8230445634,69,105,3.18
-1.2028693928,0.1853542266,0.3261119968,66,75,1.26
-3.0633716917,0.4720453393,-0.05410246,98,91,3.1
-3.0912427895,0.4763400913,0.7220928844,81,77,3.21
-3.0596394452,0.4714702248,-0.1622414644,92,93,3.1
-3.0657575764,0.4724129884,0.6029564254,92,79,3.16
-3.0521794993,0.4703206964,-0.2701828025,94,95,3.1
-3.0651640712,0.4723215331,0.4912042202,97,81,3.14
-3.0606203037,0.4716213686,-0.3802323514,84,97,3.12
-2.746710529,0.4232499462,0.3412341615,76,83,2.8
-3.0554024022,0.4708173244,-0.4896398756,77,99,3.13
-3.0620252396,0.4718378599,0.2710543599,100,85,3.11
-3.0463540475,0.4694230328,-0.5991402455,79,101,3.14
-3.0695092498,0.4729910965,0.1627648239,93,87,3.11
-1.1748648608,0.1810389132,-0.2744402863,41,103,1.22
-3.0633716917,0.4720453393,0.05410246,99,89,3.1
-3.026266647,0.4663276971,-0.820456373,67,105,3.17
-1.1938946066,0.1801333259,0.3235238064,66,75,1.25
-3.0648395463,0.4624191597,-0.05410246,97,91,3.1
-3.0927239989,0.466626331,0.7220928844,81,77,3.21
-3.0611055114,0.4618557732,-0.1622414644,92,93,3.1
-3.0672265743,0.4627793115,0.6029564254,94,79,3.16
-3.053641991,0.4607296865,-0.2701828025,95,95,3.1
-3.0666327847,0.4626897212,0.4912042202,97,81,3.14
-3.0522724591,0.4605230533,-0.379013658,80,97,3.11
-2.7382122704,0.4131380446,0.3400154681,77,83,2.79
-3.0568664382,0.4612161871,-0.4896398756,77,99,3.13
-3.053641991,0.4607296865,0.2701828025,100,85,3.1
-3.0575201611,0.46131482,-0.6010483354,76,101,3.15
-3.0709800453,0.4633456305,0.1627648239,94,87,3.11
-1.1657931585,0.1758934145,-0.2721907758,43,103,1.21
-3.0549529671,0.460927485,0.0539279359,96,89,3.09
-3.046819036,0.4597002476,-0.8256327539,68,105,3.19
-1.1944546196,0.1763817126,0.3235238064,65,75,1.25
-3.0662771522,0.4527884162,-0.05410246,98,91,3.1
-3.0941746844,0.4569079653,0.7220928844,80,77,3.21
-3.0526622001,0.450777935,-0.1617181048,92,93,3.09
-3.0589543337,0.4517070764,0.6010483354,93,79,3.15
-3.0550743445,0.4511341295,-0.2701828025,94,95,3.1
-3.0583003042,0.4516104977,0.4896398756,97,81,3.13
-3.0537041702,0.4509317997,-0.379013658,81,97,3.11
-2.7493156516,0.4059836139,0.3412341615,78,83,2.8
-3.0387584492,0.4487248077,-0.4865111863,78,99,3.11
-3.0550743445,0.4511341295,0.2701828025,100,85,3.1
-3.0492433675,0.4502730857,-0.5991402455,78,101,3.14
-3.0625413658,0.4522367632,0.1622414644,91,87,3.1
-1.185618337,0.1750768839,-0.2766897968,41,103,1.23
-3.0563859356,0.4513278084,0.0539279359,97,89,3.09
-3.0291369152,0.4473040231,-0.820456373,66,105,3.17
-1.1950028437,0.1726283585,0.3235238064,64,75,1.25
