Points:0,Points:1,Points:2,intensity,azimuth,distance_m
-1.306,0.99454,0.038112,2,30729,1.642
-3.2108,2.4451,-1.3637,3,30729,4.26
-1.2795,0.97436,0.074999,2,30729,1.61
-1.3549,1.0318,-0.53141,2,30729,1.784
-18.347,13.972,1.6126,11,30729,23.118
-1.3536,1.0308,-0.48788,2,30729,1.77
-14.411,10.974,1.6899,10,30729,18.192
-1.3469,1.0257,-0.44319,39,30729,1.75
-14.426,10.986,2.1204,13,30729,18.256
-1.3486,1.027,-0.40163,2,30729,1.742
-14.559,11.087,2.5719,7,30729,18.48
-1.3525,1.03,-0.36135,2,30729,1.738
-4.6805,3.5643,0.96656,2,30729,5.962
-1.3588,1.0348,-0.32179,4,30729,1.738
-4.6863,3.5687,1.1098,1,30729,5.994
-1.8302,1.4014,-1.367,4,30744,2.68
-1.3319,1.0198,-0.2756,2,30744,1.7
-1.9271,1.4755,-1.3637,3,30744,2.784
-2.0274,1.5523,-1.3577,3,30744,2.892
-1.3312,1.0192,-0.19606,2,30744,1.688
-2.1442,1.6417,-1.3564,4,30744,3.022
-1.3281,1.0169,-0.15606,1,30744,1.68
-2.2764,1.743,-1.3571,2,30744,3.172
-1.3275,1.0164,-0.11691,32,30744,1.676
-2.4227,1.8549,-1.3585,3,30744,3.34
-1.288,0.98621,-0.075651,2,30744,1.624
-2.5862,1.9802,-1.3605,3,30744,3.53
-1.2939,0.99066,-0.037834,3,30744,1.63
-2.7809,2.1292,-1.3677,3,30744,3.76
-1.3371,1.0238,0,4,30744,1.684
-2.965,2.2702,-1.3592,5,30744,3.974
-1.2986,0.99431,0.037973,2,30744,1.636
-3.2029,2.4524,-1.3631,3,30744,4.258
-1.2769,0.97771,0.074999,2,30744,1.61
-1.3461,1.0307,-0.52903,2,30744,1.776
-18.32,14.027,1.6135,11,30744,23.13
-1.3463,1.0308,-0.48622,2,30744,1.764
-14.407,11.031,1.6929,10,30744,18.224
-1.3488,1.0327,-0.44471,49,30744,1.756
-14.399,11.024,2.1207,11,30744,18.258
-1.3459,1.0305,-0.40163,2,30744,1.742
-14.541,11.134,2.5739,7,30744,18.494
-1.3374,1.024,-0.35802,2,30744,1.722
-4.6743,3.5789,0.96721,2,30744,5.966
-4.655,3.5642,1.1046,1,30744,5.966
-1.8206,1.4026,-1.363,5,30761,2.672
-1.318,1.0153,-0.27334,2,30761,1.686
-1.9186,1.478,-1.3608,3,30761,2.778
-2.0228,1.5583,-1.3577,3,30761,2.892
-1.3313,1.0256,-0.19653,2,30761,1.692
-2.1421,1.6502,-1.3582,4,30761,3.026
-1.3298,1.0245,-0.15662,2,30761,1.686
-2.2741,1.7519,-1.3588,2,30761,3.176
-1.326,1.0216,-0.11705,48,30761,1.678
-2.42,1.8644,-1.3601,3,30761,3.344
-1.2851,0.99002,-0.075651,2,30761,1.624
-2.5833,1.9901,-1.3621,3,30761,3.534
-1.2988,1.0006,-0.038066,2,30761,1.64
-2.7687,2.1329,-1.3647,3,30761,3.752
-2.9553,2.2767,-1.3578,3,30761,3.97
-1.2925,0.99571,0.03788,2,30761,1.632
-3.1971,2.463,-1.3637,3,30761,4.26
-1.3582,1.0463,-0.53498,1,30761,1.796
-18.253,14.062,1.6112,11,30761,23.098
-1.3539,1.043,-0.49008,2,30761,1.778
-14.381,11.079,1.6936,10,30761,18.232
-1.3457,1.0367,-0.44471,59,30761,1.756
-14.367,11.068,2.1209,11,30761,18.26
-1.3397,1.0321,-0.40071,2,30761,1.738
-14.514,11.182,2.575,7,30761,18.502
-1.3281,1.0232,-0.35636,4,30761,1.714
-4.659,3.5892,0.96624,2,30761,5.96
-4.6585,3.5888,1.108,1,30761,5.984
-1.8162,1.4083,-1.363,5,30779,2.672
-1.3397,1.0388,-0.27852,2,30779,1.718
-1.925,1.4926,-1.3686,5,30779,2.794
-1.3335,1.034,-0.23715,61,30779,1.704
-2.0095,1.5582,-1.3521,3,30779,2.88
-1.3249,1.0274,-0.19606,2,30779,1.688
-2.1369,1.657,-1.3582,4,30779,3.026
-1.3313,1.0323,-0.15717,2,30779,1.692
-2.2686,1.759,-1.3588,2,30779,3.176
-1.3228,1.0257,-0.11705,57,30779,1.678
-2.4156,1.8731,-1.3609,3,30779,3.346
-1.2851,0.99651,-0.075838,2,30779,1.628
-2.5741,1.996,-1.3605,3,30779,3.53
-1.3036,1.0108,-0.038298,3,30779,1.65
-2.7605,2.1405,-1.364,3,30779,3.75
-2.9526,2.2894,-1.3599,3,30779,3.976
-1.2846,0.99609,0.037741,2,30779,1.626
-3.1864,2.4707,-1.3624,3,30779,4.256
-1.382,1.0716,-0.54571,1,30779,1.832
-18.231,14.136,1.6132,11,30779,23.126
-1.3294,1.0308,-0.48237,2,30779,1.75
-14.358,11.133,1.6951,12,30779,18.248
-1.3409,1.0398,-0.4442,62,30779,1.754
-14.354,11.13,2.1242,11,30779,18.288
-1.3319,1.0327,-0.39933,2,30779,1.732
-14.495,11.239,2.5778,7,30779,18.522
-4.671,3.6219,0.9711,2,30779,5.99
-1.3513,1.0478,-0.32216,52,30779,1.74
-4.6378,3.5962,1.1057,1,30779,5.972
-1.8168,1.4159,-1.366,6,30793,2.678
-1.3138,1.0239,-0.27366,2,30793,1.688
-1.9172,1.4941,-1.3657,5,30793,2.788
-1.3325,1.0385,-0.23743,66,30793,1.706
-2.0016,1.5599,-1.3493,3,30793,2.874
-1.3412,1.0452,-0.19885,3,30793,1.712
-2.1329,1.6622,-1.3582,4,30793,3.026
-1.3272,1.0343,-0.15699,2,30793,1.69
-2.2571,1.759,-1.3545,2,30793,3.166
-1.3203,1.029,-0.11705,57,30793,1.678
-2.4139,1.8812,-1.3626,3,30793,3.35
-1.2796,0.99719,-0.075651,2,30793,1.624
-2.5736,2.0056,-1.3629,3,30793,3.536
-2.7552,2.1472,-1.364,3,30793,3.75
-1.3078,1.0192,0,47,30793,1.658
-2.9455,2.2955,-1.3592,3,30793,3.974
-1.2901,1.0054,0.037973,2,30793,1.636
-3.1773,2.4762,-1.3611,3,30793,4.252
-3.4214,2.6664,-1.3535,0,30793,4.544
-1.3435,1.047,-0.48843,2,30793,1.772
-14.331,11.169,1.6951,15,30793,18.248
-1.3369,1.0418,-0.4437,59,30793,1.752
-14.33,11.168,2.1246,16,30793,18.292
-1.3416,1.0455,-0.40302,2,30793,1.748
-14.345,11.18,2.5561,7,30793,18.366
-4.6606,3.6321,0.97078,2,30793,5.988
-1.3441,1.0475,-0.32105,54,30793,1.734
-4.6383,3.6148,1.108,1,30793,5.984
-1.8097,1.4195,-1.364,6,30811,2.674
-1.3184,1.0341,-0.27528,2,30811,1.698
-1.9138,1.5012,-1.3667,3,30811,2.79
-1.3324,1.0451,-0.23799,66,30811,1.71
-2.005,1.5727,-1.3549,3,30811,2.886
-2.129,1.67,-1.3591,4,30811,3.028
-1.3083,1.0262,-0.15513,2,30811,1.67
-2.2587,1.7717,-1.3588,2,30811,3.176
-1.3171,1.0331,-0.11705,54,30811,1.678
-2.4094,1.8899,-1.3634,3,30811,3.352
-1.2733,0.99874,-0.075465,2,30811,1.62
-2.5658,2.0126,-1.3621,3,30811,3.534
-2.7456,2.1536,-1.3626,3,30811,3.746
-1.303,1.022,0,47,30811,1.656
-2.9353,2.3024,-1.3578,3,30811,3.97
-1.2869,1.0094,0.037973,2,30811,1.636
-3.171,2.4873,-1.3618,3,30811,4.254
-1.2843,1.0074,0.076117,35,30811,1.634
-3.4115,2.6759,-1.3529,2,30811,4.542
-14.284,11.204,1.2694,17,30811,18.198
-1.3327,1.0453,-0.48567,2,30811,1.762
-14.305,11.221,1.6962,25,30811,18.26
-1.3351,1.0472,-0.4442,62,30811,1.754
-14.316,11.229,2.1276,22,30811,18.318
-1.3429,1.0534,-0.4044,4,30811,1.754
-14.321,11.233,2.558,15,30811,18.38
-1.3345,1.0468,-0.36052,48,30811,1.734
-4.6445,3.6431,0.9698,2,30811,5.982
-1.3392,1.0505,-0.32068,54,30811,1.732
-4.6471,3.6451,1.1128,3,30811,6.01
-1.8057,1.4245,-1.364,6,30827,2.674
-1.3031,1.028,-0.27269,2,30827,1.682
-1.9083,1.5054,-1.3657,3,30827,2.788
-1.3295,1.0488,-0.23799,66,30827,1.71
-1.9978,1.5761,-1.353,3,30827,2.882
-2.123,1.6748,-1.3582,4,30827,3.026
-1.3226,1.0434,-0.15717,4,30827,1.692
-2.2467,1.7724,-1.3545,2,30827,3.166
-1.3126,1.0355,-0.11691,57,30827,1.676
-2.4013,1.8944,-1.3618,3,30827,3.348
-1.2768,1.0072,-0.075838,2,30827,1.628
-2.5587,2.0186,-1.3613,3,30827,3.532
-1.2919,1.0192,-0.038205,40,30827,1.646
-2.7498,2.1693,-1.3677,4,30827,3.76
-1.3033,1.0282,0,55,30827,1.66
-2.9245,2.3071,-1.3558,3,30827,3.964
-1.2841,1.013,0.037973,2,30827,1.636
-3.173,2.5032,-1.3656,3,30827,4.266
-1.2862,1.0147,0.076397,46,30827,1.64
-3.4085,2.689,-1.3547,3,30827,4.548
-14.296,11.278,1.6988,15,30827,18.288
-1.3322,1.051,-0.4442,62,30827,1.754
-14.284,11.269,2.1276,8,30827,18.318
-14.437,11.39,2.5844,7,30827,18.57
-1.3362,1.0542,-0.36177,61,30827,1.74
-4.6483,3.667,0.97272,3,30827,6
-1.3363,1.0542,-0.32068,57,30827,1.732
-1.8015,1.4299,-1.364,6,30844,2.674
-1.3062,1.0368,-0.27398,2,30844,1.69
-1.8997,1.5078,-1.3627,3,30844,2.782
-1.3248,1.0515,-0.23771,66,30844,1.708
-2,1.5875,-1.3577,3,30844,2.892
-1.3225,1.0497,-0.19746,40,30844,1.7
-2.1166,1.68,-1.3573,4,30844,3.024
-2.2456,1.7824,-1.3571,2,30844,3.172
-1.3095,1.0394,-0.11691,57,30844,1.676
-2.3928,1.8992,-1.3601,3,30844,3.344
-1.3035,1.0346,-0.077608,3,30844,1.666
-2.5542,2.0273,-1.3621,3,30844,3.534
-1.3046,1.0355,-0.038669,55,30844,1.666
-2.7448,2.1786,-1.3684,6,30844,3.762
-1.3049,1.0357,0,61,30844,1.666
-2.9235,2.3205,-1.3585,3,30844,3.972
-1.2905,1.0243,0.038251,2,30844,1.648
-3.1596,2.5079,-1.3631,3,30844,4.258
-1.28,1.016,0.07621,51,30844,1.636
-3.3976,2.6967,-1.3535,3,30844,4.544
-1.2674,1.0059,0.11315,45,30844,1.622
-14.272,11.328,1.6999,10,30844,18.3
-1.3291,1.0549,-0.4442,62,30844,1.754
-14.251,11.311,2.1276,8,30844,18.318
-14.41,11.437,2.5856,7,30844,18.578
-1.33,1.0557,-0.36093,61,30844,1.736
-4.6467,3.6882,0.97467,3,30844,6.012
-1.3347,1.0594,-0.32105,54,30844,1.734
-1.8023,1.4398,-1.3681,9,30862,2.682
-1.3322,1.0643,-0.28014,4,30862,1.728
-1.8936,1.5127,-1.3618,3,30862,2.78
-1.3215,1.0557,-0.23771,66,30862,1.708
-1.9799,1.5816,-1.3474,3,30862,2.87
-1.3223,1.0564,-0.19792,47,30862,1.704
-2.1113,1.6866,-1.3573,4,30862,3.024
-2.24,1.7895,-1.3571,2,30862,3.172
-1.3078,1.0448,-0.11705,57,30862,1.678
-2.3839,1.9044,-1.3585,3,30862,3.34
-2.5449,2.033,-1.3605,3,30862,3.53
-1.3013,1.0396,-0.038669,63,30862,1.666
-2.7365,2.1861,-1.3677,3,30862,3.76
-1.297,1.0361,0,65,30862,1.66
-2.9191,2.332,-1.3599,3,30862,3.976
-1.2826,1.0246,0.038112,3,30862,1.642
-3.1562,2.5213,-1.365,3,30862,4.264
-1.2753,1.0188,0.076117,51,30862,1.634
-3.398,2.7146,-1.3571,3,30862,4.556
-1.2751,1.0186,0.11412,55,30862,1.636
-1.3323,1.0644,-0.48898,36,30862,1.774
-4.6504,3.715,0.55531,6,30862,5.978
-1.3257,1.0591,-0.4442,62,30862,1.754
-1.3228,1.0568,-0.40117,43,30862,1.74
-1.3298,1.0623,-0.36177,61,30862,1.74
-1.3298,1.0623,-0.32068,57,30862,1.732
-4.5883,3.6654,1.1065,45,30862,5.976
-1.7956,1.4427,-1.366,6,30878,2.678
-1.888,1.5169,-1.3608,3,30878,2.778
-1.3185,1.0594,-0.23771,66,30878,1.708
-1.3178,1.0588,-0.19769,53,30878,1.702
-2.1038,1.6903,-1.3555,4,30878,3.02
-1.3164,1.0577,-0.15754,42,30878,1.696
-2.2421,1.8014,-1.3614,2,30878,3.182
-1.3018,1.0459,-0.11677,54,30878,1.674
-2.5364,2.0378,-1.359,3,30878,3.526
-1.2968,1.0419,-0.038623,63,30878,1.664
-2.7245,2.189,-1.3647,3,30878,3.752
-1.2956,1.041,0,65,30878,1.662
-2.8921,2.3236,-1.3503,2,30878,3.948
-3.1447,2.5266,-1.3631,3,30878,4.258
-1.2709,1.0211,0.076024,51,30878,1.632
-3.3949,2.7276,-1.3589,3,30878,4.562
-1.2722,1.0222,0.11412,58,30878,1.636
-1.3309,1.0693,-0.48953,47,30878,1.776
-4.6292,3.7193,0.55401,3,30878,5.964
-1.3258,1.0652,-0.44522,59,30878,1.758
-4.6348,3.7238,0.69528,3,30878,5.986
-1.3244,1.0641,-0.40256,58,30878,1.746
-4.6442,3.7313,0.83727,3,30878,6.016
-1.3268,1.066,-0.36177,61,30878,1.74
-4.6432,3.7305,0.97856,6,30878,6.036
-1.3299,1.0685,-0.32142,54,30878,1.736
-4.5873,3.6856,1.1087,50,30878,5.988
-1.8908,1.5273,-1.3657,1,30893,2.788
-1.3142,1.0616,-0.23743,63,30893,1.706
-1.3105,1.0586,-0.89575,4,30893,1.908
-1.3181,1.0647,-0.19815,56,30893,1.706
-1.3208,1.0669,-0.85282,4,30893,1.9
-1.3136,1.0611,-0.15754,45,30893,1.696
-1.3289,1.0734,-0.8086,2,30893,1.89
-1.3022,1.0518,-0.11705,57,30893,1.678
-1.3318,1.0758,-0.76222,4,30893,1.874
-1.2759,1.0307,-0.07649,36,30893,1.642
-1.3452,1.0866,-0.72228,2,30893,1.874
-1.2941,1.0453,-0.038623,63,30893,1.664
-2.7145,2.1926,-1.3626,2,30893,3.746
-1.2929,1.0444,0,65,30893,1.662
-1.3143,1.0617,-0.61495,4,30893,1.798
-1.3148,1.062,-0.57109,3,30893,1.784
-1.2744,1.0294,0.076397,51,30893,1.64
-3.3907,2.7389,-1.3601,3,30893,4.566
-1.2727,1.028,0.1144,58,30893,1.64
-1.3385,1.0812,-0.49339,44,30893,1.79
-4.6039,3.7189,0.55215,2,30893,5.944
-1.3215,1.0674,-0.44471,62,30893,1.756
-4.6251,3.736,0.69528,3,30893,5.986
-1.3262,1.0712,-0.40394,58,30893,1.752
-4.6298,3.7398,0.83643,3,30893,6.01
-1.324,1.0695,-0.36177,61,30893,1.74
-4.6257,3.7365,0.97694,5,30893,6.026
-1.3256,1.0708,-0.32105,54,30893,1.734
-4.5791,3.6989,1.1091,50,30893,5.99
-1.3348,1.0851,-1.0202,1,30911,2
-1.3124,1.0669,-0.27787,37,30911,1.714
-1.3164,1.0702,-0.95323,1,30911,1.946
-1.3124,1.0669,-0.23771,66,30911,1.708
-1.3132,1.0676,-0.19792,53,30911,1.704
-1.3118,1.0665,-0.15773,58,30911,1.698
-1.3115,1.0662,-0.80004,4,30911,1.87
-1.3004,1.0572,-0.11719,57,30911,1.68
-1.2836,1.0435,-0.077142,53,30911,1.656
-1.3403,1.0896,-0.72151,4,30911,1.872
-1.2877,1.0469,-0.03853,63,30911,1.66
-1.3328,1.0835,-0.67073,4,30911,1.844
-1.2881,1.0471,0,61,30911,1.66
-1.3241,1.0765,-0.62111,7,30911,1.816
-1.2768,1.038,0.038205,39,30911,1.646
-1.3232,1.0757,-0.57621,4,30911,1.8
-1.2681,1.0309,0.07621,51,30911,1.636
-3.3821,2.7495,-1.3601,2,30911,4.566
-1.2663,1.0295,0.11412,61,30911,1.636
-1.3217,1.0745,-0.48843,28,30911,1.772
-4.6092,3.7471,0.55419,2,30911,5.966
-1.3181,1.0716,-0.44471,62,30911,1.756
-4.621,3.7567,0.69644,4,30911,5.996
-1.3183,1.0717,-0.40256,55,30911,1.746
-4.6257,3.7605,0.83782,3,30911,6.02
-1.3206,1.0736,-0.36177,61,30911,1.74
-4.6247,3.7597,0.97921,6,30911,6.04
-1.3207,1.0737,-0.32068,57,30911,1.732
-4.569,3.7145,1.1094,53,30911,5.992
-1.3209,1.0804,-1.012,1,30928,1.984
-1.2954,1.0596,-0.27496,16,30928,1.696
-1.3254,1.084,-0.96204,1,30928,1.964
-1.3108,1.0721,-0.23799,66,30928,1.71
-1.3136,1.0744,-0.90232,11,30928,1.922
-1.3131,1.074,-0.19839,56,30928,1.708
-1.3156,1.0761,-0.85371,11,30928,1.902
-1.3071,1.0691,-0.15754,55,30928,1.696
-1.2957,1.0598,-0.11705,57,30928,1.678
-1.3294,1.0873,-0.76466,14,30928,1.88
-1.2851,1.0511,-0.077422,56,30928,1.662
-1.2846,1.0507,-0.03853,63,30928,1.66
-1.288,1.0535,0,61,30928,1.664
-1.3166,1.0768,-0.61906,11,30928,1.81
-1.283,1.0494,0.038483,16,30928,1.658
-1.265,1.0346,0.07621,51,30928,1.636
-1.3108,1.0722,-0.52843,4,30928,1.774
-1.2664,1.0358,0.1144,58,30928,1.64
-1.3274,1.0857,-0.49174,14,30928,1.784
-4.6089,3.7696,0.55549,3,30928,5.98
-1.3194,1.0792,-0.44623,59,30928,1.762
-4.6052,3.7667,0.69574,5,30928,5.99
-1.3121,1.0732,-0.40163,29,30928,1.742
-4.6237,3.7818,0.83949,3,30928,6.032
-1.3174,1.0775,-0.36177,58,30928,1.74
-4.6135,3.7734,0.97921,8,30928,6.04
-1.3236,1.0826,-0.32216,57,30928,1.74
-4.5625,3.7317,1.1105,61,30928,5.998
-1.2925,1.0632,-0.27496,3,30944,1.696
-1.3749,1.1309,-1.0003,0,30944,2.042
-1.3078,1.0757,-0.23799,66,30944,1.71
-1.3106,1.0781,-0.90232,8,30944,1.922
-1.3071,1.0752,-0.19792,53,30944,1.704
-1.314,1.0809,-0.85461,9,30944,1.904
-1.3072,1.0753,-0.15792,44,30944,1.7
-1.3179,1.0841,-0.80775,8,30944,1.888
-1.2927,1.0634,-0.11705,54,30944,1.678
-1.3278,1.0922,-0.76548,9,30944,1.882
-1.2837,1.0559,-0.077515,41,30944,1.664
-1.3269,1.0915,-0.71766,10,30944,1.862
-1.2878,1.0593,-0.038716,60,30944,1.668
-1.3251,1.09,-0.67001,9,30944,1.842
-1.2866,1.0584,0,65,30944,1.666
-1.3106,1.0781,-0.61769,8,30944,1.806
-1.2477,1.0263,0.037509,3,30944,1.616
-1.3214,1.0869,-0.57813,9,30944,1.806
-1.2636,1.0394,0.076304,54,30944,1.638
-1.3152,1.0819,-0.53141,4,30944,1.784
-1.2604,1.0368,0.11412,58,30944,1.636
-1.3259,1.0906,-0.49229,3,30944,1.786
-4.6076,3.7901,0.55661,3,30944,5.992
-1.3134,1.0804,-0.44522,59,30944,1.758
-4.6193,3.7997,0.69946,6,30944,6.022
-1.2986,1.0682,-0.39841,8,30944,1.728
-4.6223,3.8022,0.84116,3,30944,6.044
-1.3159,1.0825,-0.36218,61,30944,1.742
-4.6166,3.7976,0.98213,12,30944,6.058
-1.3175,1.0838,-0.32142,57,30944,1.736
-4.5597,3.7507,1.1124,58,30944,6.008
-1.2908,1.0683,-0.27528,3,30961,1.698
-1.3076,1.0821,-0.23854,66,30961,1.714
-1.3006,1.0763,-0.89763,4,30961,1.912
-1.3069,1.0816,-0.19839,53,30961,1.708
-1.3067,1.0813,-0.85192,3,30961,1.898
-1.2902,1.0677,-0.15624,20,30961,1.682
-1.3091,1.0834,-0.80432,4,30961,1.88
-1.2911,1.0685,-0.11719,57,30961,1.68
-1.326,1.0973,-0.76629,3,30961,1.884
-1.2775,1.0572,-0.077328,14,30961,1.66
-1.3265,1.0978,-0.7192,6,30961,1.866
-1.2847,1.0632,-0.038716,60,30961,1.668
-1.3291,1.0999,-0.67364,6,30961,1.852
-1.285,1.0634,0,65,30961,1.668
-1.3132,1.0868,-0.62042,4,30961,1.814
-1.2647,1.0466,0.038112,2,30961,1.642
-1.3283,1.0993,-0.58261,7,30961,1.82
-1.2621,1.0445,0.076397,51,30961,1.64
-1.312,1.0858,-0.53141,3,30961,1.784
-1.2604,1.043,0.1144,61,30961,1.64
-1.3286,1.0995,-0.49449,2,30961,1.794
-4.5917,3.7999,0.55605,4,30961,5.986
-1.3117,1.0855,-0.44572,62,30961,1.76
-4.6064,3.8121,0.69923,6,30961,6.02
-4.6034,3.8096,0.83977,4,30961,6.034
-1.3142,1.0876,-0.3626,52,30961,1.744
-4.5947,3.8024,0.97986,19,30961,6.044
-1.3173,1.0902,-0.32216,57,30961,1.74
-4.5485,3.7642,1.1124,69,30961,6.008
-1.7675,1.4716,-1.364,0,30978,2.674
-1.2892,1.0733,-0.2756,2,30978,1.7
-1.3029,1.0847,-0.23826,66,30978,1.712
-1.3068,1.088,-0.19885,43,30978,1.712
-1.2901,1.0741,-0.15662,3,30978,1.686
-1.2879,1.0723,-0.11719,57,30978,1.68
-1.3606,1.1328,-0.78826,1,30978,1.938
-1.2713,1.0584,-0.077142,3,30978,1.656
-1.3318,1.1088,-0.72382,2,30978,1.878
-1.28,1.0657,-0.038669,63,30978,1.666
-1.3358,1.1122,-0.67874,2,30978,1.866
-1.2788,1.0647,0,61,30978,1.664
-1.284,1.069,-0.60811,2,30978,1.778
-1.2477,1.0388,0.037694,2,30978,1.624
-1.312,1.0923,-0.57685,4,30978,1.802
-1.2559,1.0456,0.07621,51,30978,1.636
-1.2557,1.0455,0.11426,58,30978,1.638
-4.5697,3.8046,0.55475,2,30978,5.972
-1.3055,1.0869,-0.44471,62,30978,1.756
-4.5844,3.8169,0.6976,3,30978,6.006
-1.2967,1.0796,-0.39979,2,30978,1.734
-4.6012,3.8308,0.84144,3,30978,6.046
-1.3095,1.0902,-0.36218,23,30978,1.742
-4.5971,3.8274,0.98277,17,30978,6.062
-1.3096,1.0903,-0.32105,54,30978,1.734
-4.5494,3.7878,1.1154,69,30978,6.024
-1.7531,1.4674,-1.3558,3,30993,2.658
-1.2849,1.0754,-0.27528,2,30993,1.698
-1.8425,1.5422,-1.35,2,30993,2.756
-1.3,1.0882,-0.23826,66,30993,1.712
-1.9527,1.6344,-1.354,1,30993,2.884
-1.3085,1.0952,-0.19955,17,30993,1.718
-2.0571,1.7218,-1.3475,1,30993,3.002
-1.2766,1.0685,-0.15532,2,30993,1.672
-2.236,1.8715,-1.3802,0,30993,3.226
-1.2867,1.077,-0.11733,57,30993,1.682
-2.3566,1.9725,-1.3683,0,30993,3.364
-1.2501,1.0464,-0.076024,2,30993,1.632
-1.2787,1.0703,-0.038716,57,30993,1.668
-1.2791,1.0706,0,61,30993,1.668
-1.3461,1.1267,-0.63889,1,30993,1.868
-1.2496,1.0459,0.037834,2,30993,1.63
-1.2547,1.0502,0.076304,51,30993,1.638
-3.3424,2.7977,-1.3601,1,30993,4.566
-1.2545,1.0501,0.1144,58,30993,1.64
-3.6384,3.0454,-1.3605,0,30993,4.936
-4.5719,3.8268,0.55624,2,30993,5.988
-1.3012,1.0891,-0.4442,56,30993,1.754
-4.579,3.8327,0.6983,3,30993,6.012
-1.2909,1.0805,-0.39887,2,30993,1.73
-4.5926,3.8441,0.84172,3,30993,6.048
-1.3126,1.0987,-0.36385,4,30993,1.75
-4.584,3.8369,0.98213,14,30993,6.058
-1.2992,1.0874,-0.3192,49,30993,1.724
-4.547,3.806,1.1172,69,30993,6.034
-1.7514,1.4748,-1.3579,3,31010,2.662
-1.2877,1.0843,-0.27658,2,31010,1.706
-1.8512,1.5589,-1.3598,3,31010,2.776
-1.2983,1.0933,-0.23854,66,31010,1.714
-1.9492,1.6413,-1.3549,3,31010,2.886
-1.3083,1.1017,-0.20001,4,31010,1.722
-1.278,1.0762,-0.15587,2,31010,1.678
-2.1861,1.8409,-1.3528,1,31010,3.162
-1.2819,1.0795,-0.11719,54,31010,1.68
-2.3396,1.9701,-1.3618,3,31010,3.348
-1.2562,1.0578,-0.076583,2,31010,1.644
-2.4901,2.0969,-1.3598,2,31010,3.528
-1.2694,1.069,-0.03853,24,31010,1.66
-2.6606,2.2404,-1.3582,1,31010,3.734
-1.2744,1.0731,0,61,31010,1.666
-2.8939,2.4369,-1.377,0,31010,4.026
-1.2526,1.0548,0.038019,2,31010,1.638
-3.1059,2.6154,-1.372,0,31010,4.286
-1.2531,1.0552,0.076397,51,31010,1.64
-3.3355,2.8088,-1.3607,4,31010,4.568
-1.2499,1.0525,0.11426,61,31010,1.638
-3.6162,3.0451,-1.3556,2,31010,4.918
-4.5621,3.8416,0.55642,2,31010,5.99
-1.3024,1.0967,-0.44572,62,31010,1.76
-4.5661,3.845,0.69807,3,31010,6.01
-1.2892,1.0856,-0.39933,2,31010,1.732
-4.5903,3.8654,0.84339,3,31010,6.06
-1.2779,1.0761,-0.35511,2,31010,1.708
-4.5771,3.8543,0.9831,15,31010,6.064
-1.2974,1.0925,-0.31957,26,31010,1.726
-4.5372,3.8207,1.1176,66,31010,6.036
-1.752,1.4848,-1.3619,3,31028,2.67
-1.2828,1.0871,-0.27625,2,31028,1.704
-1.849,1.5669,-1.3618,3,31028,2.78
-1.2903,1.0935,-0.23771,63,31028,1.708
-1.94,1.644,-1.3521,3,31028,2.88
-1.2927,1.0955,-0.19815,2,31028,1.706
-2.0643,1.7494,-1.3591,4,31028,3.028
-1.2761,1.0815,-0.15606,1,31028,1.68
-2.1914,1.8571,-1.3596,2,31028,3.178
-1.2801,1.0848,-0.11733,57,31028,1.682
-2.3306,1.9751,-1.3601,3,31028,3.344
-1.2513,1.0604,-0.07649,2,31028,1.642
-2.4892,2.1095,-1.3629,3,31028,3.536
-1.2752,1.0807,-0.038808,3,31028,1.672
-2.6606,2.2548,-1.3618,3,31028,3.744
-1.2664,1.0732,0,56,31028,1.66
-2.8346,2.4022,-1.3523,1,31028,3.954
-1.2462,1.0561,0.037926,2,31028,1.634
-3.076,2.6068,-1.3624,2,31028,4.256
-1.2498,1.0591,0.076397,48,31028,1.64
-1.2481,1.0577,0.1144,46,31028,1.64
-3.6154,3.0639,-1.3589,2,31028,4.93
-4.5515,3.8572,0.55661,2,31028,5.992
-1.2974,1.0995,-0.44522,53,31028,1.758
-4.5615,3.8657,0.69923,3,31028,6.02
-1.2857,1.0896,-0.39933,2,31028,1.732
-4.5706,3.8734,0.842,2,31028,6.05
-1.2716,1.0776,-0.35428,2,31028,1.704
-4.5695,3.8725,0.98407,13,31028,6.07
-1.2985,1.1004,-0.32068,7,31028,1.732
-4.5252,3.8349,1.1176,50,31028,6.036
-1.7492,1.4908,-1.363,3,31044,2.672
-1.2722,1.0843,-0.27463,2,31044,1.694
-1.8486,1.5755,-1.3647,3,31044,2.786
-1.2873,1.0971,-0.23771,34,31044,1.708
-1.938,1.6517,-1.354,3,31044,2.884
-1.2806,1.0914,-0.19676,2,31044,1.694
-2.0594,1.7551,-1.3591,4,31044,3.028
-1.2822,1.0928,-0.15717,2,31044,1.692
-2.1848,1.8621,-1.3588,2,31044,3.176
-1.277,1.0884,-0.11733,57,31044,1.682
-2.3362,1.991,-1.3666,4,31044,3.36
-1.2483,1.0639,-0.07649,2,31044,1.642
-2.4805,2.114,-1.3613,3,31044,3.532
-1.2494,1.0648,-0.038112,2,31044,1.642
-2.6572,2.2646,-1.3633,3,31044,3.748
-1.2649,1.0781,0,37,31044,1.662
-2.8393,2.4198,-1.3578,2,31044,3.97
-1.2357,1.0531,0.037694,2,31044,1.624
-3.0702,2.6166,-1.3631,3,31044,4.258
-1.2407,1.0574,0.076024,33,31044,1.632
